timestamp,latitude,longitude,accuracy
1635518851918,56.1608849,10.2092772,15.965999603271484
1635518853315,56.1608849,10.2092772,15.965999603271484
1635518858319,56.1608849,10.2092772,15.965999603271484
1635518867755,56.1608816,10.2092871,24.034000396728516
1635518872594,56.1608835,10.2093066,18.715999603271484
