timestamp,time,x,y,z,alpha,beta,gamma
1635489615372,59848,-0.7313,7.1672,6.5393,-2.3383,5.3099,-1.8896
1635489615383,59859,-0.0099,7.1578,6.9008,2.0487,-2.7121,0.6594
1635489615400,59876.00000000001,0.007,7.1302,6.9035,3.184,1.5059,1.9136
1635489615417,59892,0.0114,7.0826,6.6638,4.2021,4.2078,1.8667
1635489615434,59909,0.1238,7.104,7.0152,5.937,4.4539,1.6837
1635489615450,59926,0.0998,7.15,6.8898,6.5704,4.1355,1.274
1635489615467,59942,0.1173,7.144,6.8549,5.8039,2.0828,0.6426
1635489615485,59960,0.1098,7.1433,6.7362,5.1086,0.9404,0.3323
1635489615499,59975,0.1073,7.1539,6.6659,3.9789,1.0969,-0.0429
1635489615517,59993,0.1004,7.1953,6.5589,2.4682,2.2641,-0.1904
1635489615534,60009,0.139,7.2025,6.541,1.384,2.5882,-0.4131
1635489615550,60026,0.1437,7.2172,6.5332,0.0043,2.2607,-0.7312
1635489615567,60043,0.1761,7.2031,6.4887,-2.1413,2.4004,-1.2009
1635489615584,60059.00000000001,0.1402,7.2142,6.4946,-4.0859,1.6716,-1.2391
1635489615600,60076,0.103,7.208,6.538,-5.6753,0.8336,-0.9703
1635489615616,60092,0.0109,7.1721,6.6225,-6.8007,1.3508,-0.5279
1635489615634,60109,0.0019,7.1386,6.7308,-7.2162,2.5445,-0.2423
1635489615650,60126.00000000001,0.0174,7.1238,6.7804,-7.0042,3.8883,-0.118
1635489615667,60143,0.0518,7.1063,6.8859,-5.7726,4.142,-0.1648
1635489615683,60159,0.0142,7.1266,6.9308,-4.9606,3.1874,-0.1855
1635489615700,60175.00000000001,-0.0022,7.1156,6.9143,-4.6031,2.1876,-0.1433
1635489615717,60193,0.0049,7.128,6.916,-4.3292,1.7841,-0.3193
1635489615734,60209,0.0361,7.1563,6.9183,-4.0106,2.6153,-0.0483
1635489615751,60226,0.0218,7.1376,6.9534,-2.8051,3.3194,-0.1786
1635489615767,60243,-0.0251,7.0547,6.9623,-1.4937,3.5812,-0.4621
1635489615784,60259,-0.0696,7.0852,6.9201,-0.5947,3.6508,0.0289
1635489615800,60276,-0.0703,7.0879,6.9073,-0.2032,4.1421,0.5491
1635489615817,60292,-0.0462,7.0385,6.9139,0.4554,3.7619,0.5191
1635489615833,60309.00000000001,-0.0552,7.0191,6.9058,1.2629,2.1791,0.415
1635489615850,60326,-0.0645,7.0313,6.8938,1.0398,-1.0134,0.2319
