timestamp,time,x,y,z,alpha,beta,gamma
1635671886608,58509.59999999404,0,-0.2,9.9,0.2,0,0
1635671886615,58517.09999999404,0,-0.2,9.9,0.2,0,0
1635671886626,58527.80000001192,0,-0.2,9.9,0.2,-0.2,0
1635671886643,58544.5,0,-0.2,9.9,0.2,0,0
1635671886660,58561.19999998808,0,-0.2,9.9,0.2,0,0
1635671886676,58577.80000001192,0,-0.2,9.9,0.2,0,0
1635671886693,58594.59999999404,0,-0.2,9.9,0.2,0,0
1635671886709,58611.09999999404,0,-0.2,9.9,0.2,0,0
1635671886726,58627.90000000596,0,-0.2,9.9,0.2,0,0
1635671886743,58644.5,0,-0.2,9.9,0.2,0,0
1635671886760,58661.30000001192,0,-0.2,9.9,0.2,0,0
1635671886776,58677.80000001192,0,-0.2,9.9,0.2,0,0
1635671886793,58694.5,0,-0.2,9.9,0.2,0,0
1635671886810,58711.19999998808,0,-0.2,9.9,0.2,0,0
1635671886826,58728,0,-0.2,9.9,0.2,-0.1,0
1635671886843,58744.5,0,-0.2,9.9,0.2,0,0
1635671886860,58761.30000001192,0,-0.2,9.9,0.2,0,0
1635671886876,58777.90000000596,0,-0.2,9.9,0.2,0,0
1635671886893,58794.5,0,-0.2,9.9,0.2,0,0
1635671886909,58811.09999999404,0,-0.2,9.9,0.2,0,0
1635671886926,58828,0,-0.2,9.9,0.2,0,0
1635671886943,58844.5,0,-0.2,9.9,0.2,0,0
1635671886959,58861.30000001192,0,-0.2,9.9,0.2,0,0
1635671886976,58877.80000001192,0,-0.2,9.9,0.2,0,0
1635671886993,58894.80000001192,0,-0.2,9.9,0.2,0,0
1635671887010,58911.19999998808,0,-0.2,9.9,0.2,0,0
1635671887026,58927.90000000596,0,-0.2,9.9,0.2,0,0
1635671887043,58944.80000001192,0,-0.2,9.9,0.2,0,0
1635671887060,58961.19999998808,0,-0.2,9.9,0.2,0,0
1635671887076,58977.90000000596,0,-0.2,9.9,0.2,0,0
1635671887093,58994.5,0,-0.2,9.9,0.1,0,0
1635671887110,59011.19999998808,0,-0.2,9.9,0.2,0,0
1635671887126,59028,0,-0.2,9.9,0.2,0,0
1635671887143,59044.59999999404,0,-0.2,9.9,0.30000000000000004,0,0
1635671887159,59061.09999999404,0,-0.2,9.9,0.2,0,0
1635671887176,59077.90000000596,0,-0.2,9.9,0.2,0,0
1635671887193,59094.69999998808,0,-0.2,9.9,0.2,0,0
1635671887210,59111.30000001192,0,-0.2,9.9,0.2,0,0
1635671887226,59128.09999999404,0,-0.2,9.9,0.2,0,0
1635671887243,59144.5,0,-0.2,9.9,0.2,0,0
1635671887260,59161.19999998808,0,-0.2,9.9,0.2,0,0
1635671887276,59177.90000000596,0,-0.2,9.9,0.2,0,0
1635671887293,59194.5,0,-0.2,9.9,0.2,-0.1,0
1635671887310,59211.19999998808,0,-0.2,9.9,0.2,0,0
1635671887326,59227.69999998808,0,-0.2,9.9,0.2,0,0
1635671887343,59244.40000000596,0,-0.2,9.9,0.2,-0.1,0
1635671887360,59261.19999998808,0,-0.2,9.9,0.2,0,0
1635671887376,59277.80000001192,0,-0.2,9.9,0.2,0,0
1635671887393,59294.5,0,-0.2,9.9,0.2,-0.1,0
1635671887409,59311.19999998808,0,-0.2,9.9,0.2,0,0
1635671887426,59327.80000001192,0,-0.2,9.9,0.1,0,0
1635671887443,59344.5,0,-0.2,9.9,0.2,0,0
1635671887460,59361.09999999404,0,-0.2,9.9,0.2,0,0
1635671887476,59378,0,-0.2,9.9,0.2,0,0
1635671887493,59394.40000000596,0,-0.2,9.9,0.2,0,0
1635671887510,59411.19999998808,0,-0.2,9.9,0.2,0,0
1635671887526,59427.80000001192,0,-0.2,9.9,0.2,0,0
1635671887543,59444.40000000596,0,-0.2,9.9,0.2,0,0
