timestamp,time,x,y,z,alpha,beta,gamma
1635605678222,54684.90000000596,-1.9000000000000001,6.1000000000000005,7.5,24.5,-14.400000000000002,2.8
1635605678239,54701.59999999404,-1.9000000000000001,6.1000000000000005,7.6000000000000005,24.5,-14.400000000000002,2.8
1635605678256,54718.20000001788,-2,6.2,7.7,24.5,-14.400000000000002,2.8
1635605678273,54735.09999999404,-2,6.2,7.6000000000000005,24.5,-14.400000000000002,2.8
1635605678289,54751.80000001192,-1.9000000000000001,6.2,7.300000000000001,24.5,-14.400000000000002,2.8
1635605678306,54768.5,-1.9000000000000001,6.2,7.2,24.5,-14.400000000000002,2.8
1635605678322,54784.90000000596,-1.9000000000000001,6.2,7.2,24.5,-14.400000000000002,2.8
1635605678339,54801.80000001192,-1.9000000000000001,6.2,7.300000000000001,24.5,-14.400000000000002,2.8
1635605678356,54818.20000001788,-1.9000000000000001,6.1000000000000005,7.300000000000001,24.5,-14.400000000000002,2.8
1635605678372,54834.90000000596,-1.9000000000000001,6.2,7.4,24.5,-14.400000000000002,2.8
1635605678389,54851.59999999404,-2,6.2,7.5,24.5,-14.400000000000002,2.8
1635605678406,54868.30000001192,-2,6.1000000000000005,7.4,24.5,-14.400000000000002,2.8
1635605678422,54884.90000000596,-2,6.2,7.4,24.5,-14.400000000000002,2.8
1635605678439,54901.59999999404,-2,6.2,7.4,0.30000000000000004,0.1,-0.5
1635605678456,54918.20000001788,-2,6.2,7.5,-0.6000000000000001,0,-0.8
1635605678472,54935,-2,6.2,7.5,-1.9,-0.8,-0.8
1635605678489,54951.59999999404,-2,6.2,7.5,-2.2,-2.8,0.7
1635605678506,54968.30000001192,-2,6.2,7.5,-2,-2.7,1.1
1635605678522,54984.90000000596,-2,6.1000000000000005,7.5,-1.5,-0.9000000000000001,1.5
1635605678539,55001.59999999404,-1.9000000000000001,6.1000000000000005,7.5,-1,0.1,1.8000000000000003
1635605678556,55018.30000001192,-1.9000000000000001,6.1000000000000005,7.5,0,0,0
1635605678572,55034.90000000596,-1.9000000000000001,6.1000000000000005,7.300000000000001,0.2,-1.7,1.9
1635605678589,55051.59999999404,-1.9000000000000001,6.1000000000000005,7.300000000000001,-0.30000000000000004,-3.7000000000000006,0.6000000000000001
1635605678606,55068.20000001788,-1.9000000000000001,6.1000000000000005,7.300000000000001,-1.3,-2.4000000000000004,-0.30000000000000004
1635605678622,55084.90000000596,-1.8,6.1000000000000005,7.4,-1.5,-1.7,-0.2
1635605678639,55101.70000001788,-1.8,6.1000000000000005,7.4,-1.3,-0.7,-0.5
1635605678656,55118.20000001788,-1.8,6.2,7.4,-0.5,1.7,-0.8
1635605678673,55134.90000000596,-1.9000000000000001,6.2,7.4,-0.1,3.3000000000000007,-0.6000000000000001
1635605678689,55151.59999999404,-1.9000000000000001,6.1000000000000005,7.5,0.8,5.500000000000001,0.4
1635605678706,55168.20000001788,-1.8,6.1000000000000005,7.5,1.3,5.6,0.8
1635605678723,55185.09999999404,-1.8,6,7.4,2.3,5,0.30000000000000004
1635605678739,55201.59999999404,-1.8,6.1000000000000005,7.4,2.7,4.800000000000001,-0.4
1635605678756,55218.5,-1.9000000000000001,6.1000000000000005,7.4,3.2,5.500000000000001,-1.8000000000000003
1635605678773,55234.90000000596,-1.9000000000000001,6.1000000000000005,7.5,3.3000000000000007,6.4,-2.2
1635605678789,55251.70000001788,-1.9000000000000001,6,7.5,4.1,10.600000000000001,-2.4000000000000004
1635605678806,55268.30000001192,-2,6,7.300000000000001,5.9,12.9,-3.2
1635605678822,55284.90000000596,-2,6.1000000000000005,7.4,7.6,21.6,-5.1000000000000005
1635605678839,55301.59999999404,-2.2,6.2,7.300000000000001,13.399999999999999,25.4,-5
1635605678857,55319.20000001788,-2.1,6.300000000000001,7.5,20.2,30.599999999999998,-1.5
1635605678873,55335.30000001192,-2.1,6.2,7.1000000000000005,22.2,30.699999999999996,0.30000000000000004
1635605678889,55351.59999999404,-2.1,6.2,7,20.2,23.900000000000006,1
1635605678906,55368.40000000596,-2.2,6.2,7.1000000000000005,16.4,19.5,-1
1635605678922,55385,-2.4000000000000004,6.300000000000001,7.2,6,10.600000000000001,-6.500000000000001
1635605678939,55401.5,-2.5,6.4,7.300000000000001,-7.1000000000000005,-0.8,-12.4
1635605678956,55418.40000000596,-2.9000000000000004,6.7,6.6000000000000005,-9,-1.7,-13.100000000000001
1635605678973,55435.5,-2.9000000000000004,6.6000000000000005,7.800000000000001,-12.200000000000001,0.8,-10.1
1635605678989,55451.59999999404,-3,6.6000000000000005,8.1,-7.6,0.9000000000000001,-7.6
