timestamp,time,x,y,z,alpha,beta,gamma
1635613556357,86504,7.1497,-0.0753,6.6159,-0.0211,-0.362,0.3549
1635613556359,86507,7.1497,-0.0753,6.6159,-0.0211,-0.362,0.3549
1635613556369,86517,7.1409,-0.108,6.5565,0.0618,0.4026,0.0638
1635613556387,86534,7.1379,-0.1118,6.5704,0.0696,0.7513,0.064
1635613556403,86551,7.0907,-0.082,6.5799,0.1862,0.9263,-0.199
1635613556420,86568,7.0844,-0.0371,6.6292,-0.1576,0.7343,-0.1722
1635613556437,86584,7.0979,-0.035,6.6473,-0.1737,0.7539,-0.2403
1635613556453,86600.00000000001,7.1187,-0.0045,6.6946,-0.1322,0.5873,-0.247
1635613556470,86618,7.0954,0.0434,6.7368,-0.1182,0.1384,-0.4021
1635613556487,86634,7.0797,0.0471,6.7457,0.0405,-0.2592,-0.2736
1635613556502,86650,7.0707,0.0576,6.7024,0.1132,-1.1854,-0.2093
1635613556520,86668,7.1192,0.0395,6.6644,0.0416,-1.6952,-0.2209
1635613556537,86684,7.1436,0.023,6.6444,-0.0124,-1.572,-0.1472
1635613556553,86700,7.1546,0.0154,6.595,0.1093,-1.4237,-0.0959
1635613556570,86717,7.1563,-0.0129,6.5692,0.3252,-0.678,-0.1797
1635613556587,86734.00000000001,7.1316,-0.0112,6.5526,0.3001,-0.1509,0.0011
1635613556603,86750,7.0951,-0.0019,6.5345,0.2131,0.7023,0.2199
1635613556620,86768,7.0985,-0.0226,6.6077,0.1365,0.8831,0.3585
1635613556637,86784,7.1102,-0.0314,6.6409,0.1057,0.6434,0.3125
1635613556653,86800,7.1494,-0.0275,6.6892,-0.0255,0.1115,0.0689
1635613556670,86817,7.172,-0.022,6.7106,0.0828,-0.2548,-0.0731
1635613556687,86834,7.1446,-0.0007,6.681,0.2374,-0.4132,-0.0518
1635613556704,86851,7.1275,0,6.6426,0.4004,-0.5204,-0.1105
1635613556720,86868,7.1187,-0.0307,6.6161,0.1376,-0.3462,-0.1172
1635613556737,86885,7.1079,-0.022,6.5999,0.1465,-0.187,-0.0333
1635613556754,86901,7.0838,-0.0121,6.6038,0.1147,0.3657,0.1254
1635613556770,86917,7.0713,0.0061,6.623,0.0284,0.4119,0.2474
1635613556787,86934,7.0828,0.0058,6.6491,0.0547,0.2781,0.2228
1635613556803,86950,7.0967,-0.023,6.677,0.2344,0.1134,0.0497
1635613556820,86968,7.1403,-0.0214,6.6985,0.292,-0.1969,0.0489
1635613556837,86984.00000000001,7.1352,-0.0015,6.7053,0.0705,-0.4462,0.015
1635613556853,87000,7.1292,0.0206,6.6909,-0.1651,-0.9571,0.1467
1635613556870,87018,7.099,0.0114,6.6661,-0.2333,-1.1562,0.2215
1635613556887,87034,7.1,-0.0124,6.6689,-0.1136,-1.5033,0.1059
1635613556902,87050,7.1304,-0.0624,6.6313,0.2102,-1.9281,-0.1487
1635613556920,87068,7.1609,-0.0651,6.5709,0.3305,-1.2432,-0.2627
1635613556941,87089,7.1729,-0.0259,6.5725,0.1449,-0.9592,-0.2705
1635613556953,87101,7.1863,0.0229,6.5574,-0.1693,-0.4723,-0.1899
1635613556970,87118,7.1533,0.0401,6.5688,-0.1872,-0.0712,0.0705
1635613556987,87134,7.1491,0.0358,6.5953,0.0482,-0.0212,0.2831
1635613557003,87150,7.1741,0.0007,6.5592,0.1756,0.2288,0.4992
1635613557020,87168,7.1456,-0.0438,6.5751,0.0775,0.788,0.0982
1635613557037,87184,7.1196,-0.0414,6.5942,0.0928,1.1292,-0.1944
1635613557053,87200,7.0898,-0.0199,6.6456,0.0252,1.1897,-0.3979
1635613557070,87218,7.0825,0.0214,6.7283,0.1315,0.596,-0.076
1635613557087,87234.00000000001,7.0927,0.0183,6.7481,0.1633,-0.0407,-0.1122
1635613557103,87251,7.11,-0.0069,6.7302,0.0659,-0.9402,0.1852
1635613557120,87268,7.1334,-0.0383,6.6894,-0.0743,-1.4076,0.0781
1635613557136,87284,7.1404,-0.0531,6.6668,-0.0328,-1.8114,0.022
1635613557154,87301,7.1606,-0.0392,6.5881,0.1115,-1.8067,-0.2428
1635613557170,87317,7.1742,-0.0446,6.5136,0.2817,-1.1508,-0.2988
1635613557187,87334,7.1868,-0.0277,6.5021,0.3231,-0.457,-0.3134
1635613557204,87351,7.175,0.0015,6.4796,0.3898,1.0609,-0.287
1635613557220,87368,7.1551,0.0183,6.5773,0.4582,1.2522,-0.2562
1635613557237,87384,7.1274,0.0199,6.6059,0.5148,1.0345,-0.1266
